"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(p-value < 0.001)"
3	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
4	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
1	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
2	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
0	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
7	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
2	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
6	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
2	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
0	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
3	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
1	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
2	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
2	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
2	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
0	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
2	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
2	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
1	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
0	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
0	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
0	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
1	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
2	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
1	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
1	4	1	2	2.23993374389459	0.116711184617579	0.184608691169535	0.0411215975949576	0
21	30	23	0.383328639551506	0.623262383446098	0.116967890656744	0.184486352853237	0.0411215975949576	0
23	30	23	0.383328639551506	0.623262383446098	0.116967890656744	0.184486352853237	0.0411215975949576	0
14	30	23	0.383328639551506	0.623262383446098	0.116967890656744	0.184486352853237	0.0411215975949576	0
417	471	503	-0.0948313401927425	0.14510240370185	0.117017147410455	0.184532102756385	0.0411215975949576	0
33	55	85	-0.628031222613042	-0.388097478718449	0.117049807215428	0.184567635966532	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
3	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
3	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
9	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
4	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
4	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
3	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
3	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
9	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
3	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
3	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
3	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
4	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
3	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
1	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
2	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
0	0	2	NA	NA	0.117241974413188	0.182346388776271	0.0411215975949576	0
58	94	88	0.0951572330403403	0.335090976934933	0.117321196498043	0.180011685988957	0.0411459197125726	0
