"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(p-value < 0.001)"
3	4	30	-2.90689059560852	-2.66695685171393	1.77702884094355e-05	5.61824106621497e-05	1.28407022760804e-05	1
3	4	30	-2.90689059560852	-2.66695685171393	1.77702884094355e-05	5.61824106621497e-05	1.28407022760804e-05	1
33	58	26	1.15754127698648	1.39747502088107	1.7849682397264e-05	5.64138492482679e-05	1.28777450920432e-05	1
43	58	26	1.15754127698648	1.39747502088107	1.7849682397264e-05	5.64138492482679e-05	1.28777450920432e-05	1
0	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
0	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
1	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
0	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
4	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
0	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
0	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
1	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
0	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
0	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
6	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
1	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
1	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
1	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
0	0	15	NA	NA	1.78741047914821e-05	5.64078891471448e-05	1.28777450920432e-05	1
199	193	334	-0.791247255205971	-0.551313511311379	1.81082393525545e-05	5.70677264742011e-05	1.30441758755072e-05	1
61	62	29	1.0962153152593	1.3361490591539	1.8277008114298e-05	5.75896391568259e-05	1.31634713380117e-05	1
50	51	120	-1.23446525363702	-0.994531509742431	1.83112379993355e-05	5.76875216141556e-05	1.31858446839888e-05	1
56	79	165	-1.06254146606871	-0.82260772217412	1.83324134781504e-05	5.77442508882287e-05	1.31988114985794e-05	1
11	29	7	2.05062607306997	2.29055981696456	1.84148916965166e-05	5.79890110011256e-05	1.32536121790513e-05	1
13	29	7	2.05062607306997	2.29055981696456	1.84148916965166e-05	5.79890110011256e-05	1.32536121790513e-05	1
10	21	3	2.8073549220576	3.0472886659522	1.84260618034671e-05	5.80041413538626e-05	1.32570706751602e-05	1
17	21	3	2.8073549220576	3.0472886659522	1.84260618034671e-05	5.80041413538626e-05	1.32570706751602e-05	1
109	241	188	0.358300484552324	0.598234228446917	1.84598447652284e-05	5.80954361675511e-05	1.32790831833195e-05	1
20	29	82	-1.49957100949051	-1.25963726559592	1.86703562957691e-05	5.87477975639488e-05	1.34281957783841e-05	1
344	378	323	0.226852069527148	0.46678581342174	1.87881782307553e-05	5.91083287166434e-05	1.35106036830773e-05	1
44	22	69	-1.64909283814087	-1.40915909424628	1.88618554716191e-05	5.93298784898616e-05	1.35612441130644e-05	1
4	3	27	-3.16992500144231	-2.92999125754772	1.887438863446e-05	5.93488151937601e-05	1.35632324414946e-05	1
3	3	27	-3.16992500144231	-2.92999125754772	1.887438863446e-05	5.93488151937601e-05	1.35632324414946e-05	1
6	3	27	-3.16992500144231	-2.92999125754772	1.887438863446e-05	5.93488151937601e-05	1.35632324414946e-05	1
173	182	318	-0.805088315085658	-0.565154571191066	1.88955728077644e-05	5.93949317732851e-05	1.35761135764666e-05	1
57	39	13	1.58496250072116	1.82489624461575	1.89934820027382e-05	5.9687250538823e-05	1.36417538153848e-05	1
19	39	13	1.58496250072116	1.82489624461575	1.89934820027382e-05	5.9687250538823e-05	1.36417538153848e-05	1
616	793	1140	-0.523641053348125	-0.283707309453533	1.9154264723098e-05	6.01769478673438e-05	1.37548618129675e-05	1
47	41	103	-1.32894852256513	-1.08901477867054	1.91639347486561e-05	6.01969511882553e-05	1.37594340441073e-05	1
12	48	19	1.33703498727757	1.57696873117216	1.92447279103725e-05	6.04351109100608e-05	1.38126810396507e-05	1
44	48	19	1.33703498727757	1.57696873117216	1.92447279103725e-05	6.04351109100608e-05	1.38126810396507e-05	1
96	91	52	0.807354922057605	1.0472886659522	1.94129319948111e-05	6.09423280691469e-05	1.39286079191245e-05	1
77	91	52	0.807354922057605	1.0472886659522	1.94129319948111e-05	6.09423280691469e-05	1.39286079191245e-05	1
12	13	51	-1.9719856238304	-1.73205187993581	1.94441533085676e-05	6.10193188202575e-05	1.39462048706339e-05	1
14	13	51	-1.9719856238304	-1.73205187993581	1.94441533085676e-05	6.10193188202575e-05	1.39462048706339e-05	1
96	152	105	0.533681995777463	0.773615739672055	1.95209248506911e-05	6.12444233781797e-05	1.39988585369729e-05	1
325	488	435	0.165865746826796	0.405799490721389	1.95325269558566e-05	6.12702760362284e-05	1.40047677721794e-05	1
52	71	36	0.97982211806237	1.21975586195696	1.96606857110204e-05	6.16616756295555e-05	1.4094231387578e-05	1
149	178	312	-0.809668787895851	-0.569735044001259	1.97346150906386e-05	6.18828905758582e-05	1.41447952849705e-05	1
362	439	385	0.189362493953094	0.429296237847687	1.97500922262117e-05	6.19207691076395e-05	1.41534533174695e-05	1
336	437	383	0.190288887575642	0.430222631470235	1.98574714209698e-05	6.22467176895726e-05	1.42279565593505e-05	1
74	176	127	0.470746931865132	0.710680675759724	1.98784544130914e-05	6.23017767289065e-05	1.42320728066068e-05	1
29	42	15	1.48542682717024	1.72536057106483	1.98802985555968e-05	6.22807806060596e-05	1.42320728066068e-05	1
5	42	15	1.48542682717024	1.72536057106483	1.98802985555968e-05	6.22807806060596e-05	1.42320728066068e-05	1
23	42	15	1.48542682717024	1.72536057106483	1.98802985555968e-05	6.22807806060596e-05	1.42320728066068e-05	1
28	42	15	1.48542682717024	1.72536057106483	1.98802985555968e-05	6.22807806060596e-05	1.42320728066068e-05	1
16	14	53	-1.92056553250559	-1.680631788611	2.01597178922652e-05	6.31235905139651e-05	1.44271472013429e-05	1
22	14	53	-1.92056553250559	-1.680631788611	2.01597178922652e-05	6.31235905139651e-05	1.44271472013429e-05	1
9	67	33	1.02169507109932	1.26162881499391	2.05362613455717e-05	6.42860465515364e-05	1.46940933057562e-05	1
181	192	142	0.435215381216474	0.675149125111066	2.0572297815713e-05	6.43877945545886e-05	1.47173502134481e-05	1
7	23	4	2.52356195605701	2.76349569995161	2.06953727313053e-05	6.47563169418901e-05	1.48003141811386e-05	1
11	23	4	2.52356195605701	2.76349569995161	2.06953727313053e-05	6.47563169418901e-05	1.48003141811386e-05	1
346	550	820	-0.576192291093424	-0.336258547198831	2.07376899631351e-05	6.48720218980667e-05	1.48280318021901e-05	1
22	18	61	-1.76081233612057	-1.52087859222598	2.07540244476778e-05	6.49119779575988e-05	1.48371647026932e-05	1
26	59	27	1.12775554719837	1.36768929109297	2.08058298917235e-05	6.50628431325774e-05	1.48716484993589e-05	1
224	92	53	0.795641501493814	1.03557524538841	2.08779296704265e-05	6.5277108979846e-05	1.49206240161451e-05	1
160	210	159	0.401362562381767	0.641296306276359	2.09407217137692e-05	6.54622046712595e-05	1.4962932005297e-05	1
518	899	867	0.0522891222926134	0.292222866187206	2.09701182568578e-05	6.55428580399989e-05	1.49813672364125e-05	1
13	27	78	-1.53051471669878	-1.29058097280419	2.102153051875e-05	6.56922828710937e-05	1.50155218084867e-05	1
11	25	5	2.32192809488736	2.56186183878195	2.10865791924197e-05	6.58842629490571e-05	1.50594033866792e-05	1
748	656	610	0.104886572167835	0.344820316062428	2.13383335962991e-05	6.66594326007116e-05	1.52365867071696e-05	1
61	119	76	0.646890249864359	0.886823993758951	2.14214256917256e-05	6.69075378289115e-05	1.52872748545806e-05	1
2	1	20	-4.32192809488736	-4.08199435099277	2.14423484118376e-05	6.69212774733692e-05	1.52872748545806e-05	1
0	1	20	-4.32192809488736	-4.08199435099277	2.14423484118376e-05	6.69212774733692e-05	1.52872748545806e-05	1
1	1	20	-4.32192809488736	-4.08199435099277	2.14423484118376e-05	6.69212774733692e-05	1.52872748545806e-05	1
3	1	20	-4.32192809488736	-4.08199435099277	2.14423484118376e-05	6.69212774733692e-05	1.52872748545806e-05	1
8	1	20	-4.32192809488736	-4.08199435099277	2.14423484118376e-05	6.69212774733692e-05	1.52872748545806e-05	1
1	1	20	-4.32192809488736	-4.08199435099277	2.14423484118376e-05	6.69212774733692e-05	1.52872748545806e-05	1
1	1	20	-4.32192809488736	-4.08199435099277	2.14423484118376e-05	6.69212774733692e-05	1.52872748545806e-05	1
8	1	20	-4.32192809488736	-4.08199435099277	2.14423484118376e-05	6.69212774733692e-05	1.52872748545806e-05	1
54	127	83	0.613645255425241	0.853578999319833	2.14530341595687e-05	6.68973475161501e-05	1.52896597383791e-05	1
97	127	83	0.613645255425241	0.853578999319833	2.14530341595687e-05	6.68973475161501e-05	1.52896597383791e-05	1
46	180	131	0.458430094792225	0.698363838686817	2.15214856755797e-05	6.70935813269653e-05	1.53358216459216e-05	1
34	156	109	0.517217894085323	0.757151637979915	2.17800753653519e-05	6.78881261387956e-05	1.55174336165889e-05	1
521	391	337	0.214420016125494	0.454353760020087	2.18826406332973e-05	6.81961568983999e-05	1.55854892825083e-05	1
190	318	264	0.268488835925901	0.508422579820493	2.18830801191894e-05	6.81858668442856e-05	1.55854892825083e-05	1
243	296	477	-0.688392090376562	-0.448458346481969	2.19219789123759e-05	6.82953958424019e-05	1.56105247202797e-05	1
102	99	195	-0.977973693670001	-0.738039949775408	2.21593100689921e-05	6.9022974877351e-05	1.57768300820238e-05	1
34	26	76	-1.54748779530249	-1.3075540514079	2.22176158564125e-05	6.91868515989948e-05	1.58116017046442e-05	1
9	26	76	-1.54748779530249	-1.3075540514079	2.22176158564125e-05	6.91868515989948e-05	1.58116017046442e-05	1
2489	1348	1352	-0.00427465510032476	0.235659088794268	2.22195353184462e-05	6.91750992789003e-05	1.58116017046442e-05	1
115	99	59	0.746713570717768	0.98664731461236	2.23089289683731e-05	6.9441542348181e-05	1.58725035570788e-05	1
80	93	54	0.784271308944563	1.02420505283916	2.2403327931686e-05	6.97234719185411e-05	1.59369452148684e-05	1
200	341	287	0.248721002348486	0.488654746243078	2.24744662689069e-05	6.99329260288251e-05	1.59848208955936e-05	1
45	77	41	0.909234536076817	1.14916827997141	2.25330461465223e-05	7.01032376272395e-05	1.60237496313364e-05	1
155	155	278	-0.842816667449269	-0.602882923554677	2.25563129966355e-05	7.01636464181059e-05	1.60375574863391e-05	1
299	359	563	-0.649151078257178	-0.409217334362586	2.2639740038688e-05	7.04111368950662e-05	1.60932011353584e-05	1
31	39	99	-1.34395440121736	-1.10402065732277	2.2646163657547e-05	7.04130909594463e-05	1.60932011353584e-05	1
34	39	99	-1.34395440121736	-1.10402065732277	2.2646163657547e-05	7.04130909594463e-05	1.60932011353584e-05	1
162	348	548	-0.655088587111798	-0.415154843217206	2.27054316557229e-05	7.05793095557821e-05	1.61325671074998e-05	1
987	820	1173	-0.516507198523064	-0.276573454628471	2.31315549196198e-05	7.18916419526042e-05	1.64314960061274e-05	1
88	68	34	1	1.23993374389459	2.31340414964532e-05	7.18871110439657e-05	1.64314960061274e-05	1
334	478	426	0.16615718775491	0.406090931649503	2.34713641660278e-05	7.29228796327747e-05	1.66682453647138e-05	1
26	49	20	1.29278174922785	1.53271549312244	2.35920597482231e-05	7.32728849542205e-05	1.67453936623287e-05	1
10	49	20	1.29278174922785	1.53271549312244	2.35920597482231e-05	7.32728849542205e-05	1.67453936623287e-05	1
65	49	20	1.29278174922785	1.53271549312244	2.35920597482231e-05	7.32728849542205e-05	1.67453936623287e-05	1
62	88	50	0.815575428862573	1.05550917275717	2.36138700988597e-05	7.33156358691173e-05	1.67580190728949e-05	1
31	37	12	1.62449086490779	1.86442460880239	2.36286150853138e-05	7.33489201038739e-05	1.67656269703682e-05	1
27	94	55	0.773229138152978	1.01316288204757	2.39887243392856e-05	7.44541044079495e-05	1.70182429291225e-05	1
37	60	28	1.09953567355091	1.33946941744551	2.40642699744775e-05	7.46758590643373e-05	1.70689301899939e-05	1
30	107	66	0.697072867042694	0.937006610937287	2.42386231162905e-05	7.52041038975818e-05	1.71896730149825e-05	1
69	59	132	-1.16175106999661	-0.921817326102019	2.45189540667434e-05	7.60609255942807e-05	1.738551983763e-05	1
28	38	97	-1.35198532874354	-1.11205158484895	2.4587597225123e-05	7.62608848583845e-05	1.74312252471505e-05	1
18	32	9	1.83007499855769	2.07000874245228	2.46599533296754e-05	7.64722901877377e-05	1.74795469250493e-05	1
99	78	42	0.893084796083488	1.13301853997808	2.47445280707748e-05	7.67215080112062e-05	1.75365115409799e-05	1
123	174	126	0.465663572348811	0.705597316243404	2.49547325804622e-05	7.7360095471836e-05	1.76824757779136e-05	1
4	7	37	-2.40209844357135	-2.16216469967675	2.51448276044064e-05	7.79361365799841e-05	1.78141435696838e-05	1
15	40	14	1.51457317282976	1.75450691672435	2.51839528777609e-05	7.80374974406515e-05	1.78357957243512e-05	1
16	40	14	1.51457317282976	1.75450691672435	2.51839528777609e-05	7.80374974406515e-05	1.78357957243512e-05	1
41	43	16	1.4262647547021	1.66619849859669	2.55135876940926e-05	7.90387788075536e-05	1.80661784768512e-05	1
136	207	157	0.398866208607698	0.638799952502291	2.559994591389e-05	7.92928304351879e-05	1.81242479728179e-05	1
22	41	102	-1.31487333735341	-1.07493959345882	2.56368085336245e-05	7.93935149575712e-05	1.81472617969011e-05	1
16	23	70	-1.60572106088795	-1.36578731699336	2.57307938932305e-05	7.96710361372963e-05	1.82106958129583e-05	1
146	257	205	0.326144449688432	0.566078193583025	2.58050542948363e-05	7.98873984242213e-05	1.8260150520511e-05	1
38	53	23	1.20435849850619	1.44429224240078	2.6070491131458e-05	8.06954315337673e-05	1.84448455599904e-05	1
238	259	207	0.32332133018723	0.563255074081822	2.61180075631362e-05	8.08287804106227e-05	1.84753255932766e-05	1
685	752	713	0.0768305852337487	0.316764329128341	2.66521913887541e-05	8.24679436434708e-05	1.88499950398963e-05	1
179	234	183	0.354664881299362	0.594598625193955	2.70454236976914e-05	8.36704883534926e-05	1.9124865017462e-05	1
49	79	43	0.877515993475005	1.1174497373696	2.70801157196132e-05	8.37635962304737e-05	1.91461470204043e-05	1
76	96	57	0.752072486556415	0.992006230451007	2.73373564326773e-05	8.45449382293474e-05	1.93247411765398e-05	1
31	57	26	1.13245029602365	1.37238403991824	2.73650096362932e-05	8.46089236782498e-05	1.93377262416869e-05	1
68	57	26	1.13245029602365	1.37238403991824	2.73650096362932e-05	8.46089236782498e-05	1.93377262416869e-05	1
67	63	138	-1.13124453327825	-0.89131078938366	2.74221852358814e-05	8.47641326193924e-05	1.93748432281076e-05	1
94	125	82	0.608232280044003	0.848166023938596	2.75652243069135e-05	8.5191828555791e-05	1.94726032294307e-05	1
7	18	2	3.16992500144231	3.4098587453369	2.84054096446607e-05	8.77512654926588e-05	2.00525244211434e-05	1
15	18	2	3.16992500144231	3.4098587453369	2.84054096446607e-05	8.77512654926588e-05	2.00525244211434e-05	1
9	18	2	3.16992500144231	3.4098587453369	2.84054096446607e-05	8.77512654926588e-05	2.00525244211434e-05	1
3	18	2	3.16992500144231	3.4098587453369	2.84054096446607e-05	8.77512654926588e-05	2.00525244211434e-05	1
22	50	21	1.25153876699596	1.49147251089056	2.85507251994721e-05	8.81553522677474e-05	2.01482797647683e-05	1
39	50	21	1.25153876699596	1.49147251089056	2.85507251994721e-05	8.81553522677474e-05	2.01482797647683e-05	1
1099	1045	1461	-0.483453235835253	-0.24351949194066	2.87159909517776e-05	8.86431123130329e-05	2.02614755940254e-05	1
34	20	64	-1.67807190511264	-1.43813816121804	2.87249781165677e-05	8.86558384715405e-05	2.02643844579323e-05	1
41	70	36	0.959358015502654	1.19929175939725	2.89210998989375e-05	8.92460287264031e-05	2.03992863711515e-05	1
24	30	8	1.90689059560852	2.14682433950311	2.89308130222432e-05	8.92608883240871e-05	2.04006246521818e-05	1
842	603	557	0.114480674560053	0.354414418454645	2.8932791693026e-05	8.92518836502029e-05	2.04006246521818e-05	1
504	527	478	0.140792343656466	0.380726087551059	2.90277926706661e-05	8.95297886990845e-05	2.04641464105953e-05	1
15	13	50	-1.94341647163363	-1.70348272773904	2.91228535516108e-05	8.98077844294597e-05	2.05276888964046e-05	1
147	199	150	0.407805930047768	0.647739673942361	2.93099727182167e-05	9.03695233952798e-05	2.06560875959672e-05	1
46	19	62	-1.70626879694329	-1.4663350530487	2.94876204482986e-05	9.09018746059271e-05	2.07777690304355e-05	1
8	4	29	-2.85798099512757	-2.61804725123298	2.96221373728978e-05	9.13011083411232e-05	2.08690233238703e-05	1
2	8	39	-2.28540221886225	-2.04546847496766	2.96541980230325e-05	9.13844705731767e-05	2.08880777296345e-05	1
894	1001	1404	-0.488100961468568	-0.248167217573976	2.96924956250111e-05	9.14870216003089e-05	2.09114910521408e-05	1
96	136	92	0.563900885193326	0.803834629087919	2.96974769528058e-05	9.1486902884531e-05	2.09114910521408e-05	1
154	179	311	-0.796954992866347	-0.557021248971754	2.97499647354815e-05	9.16331092283507e-05	2.0944909962981e-05	1
109	81	166	-1.0351894284623	-0.795255684567708	2.98516218714129e-05	9.19229211128664e-05	2.10093784192563e-05	1
67	81	166	-1.0351894284623	-0.795255684567708	2.98516218714129e-05	9.19229211128664e-05	2.10093784192563e-05	1
14	14	52	-1.89308479608349	-1.6531510521889	2.99649685939762e-05	9.22485730785839e-05	2.10855887529638e-05	1
2	2	23	-3.52356195605701	-3.28362821216242	3.02975482735501e-05	9.32409350363815e-05	2.13088182545714e-05	1
0	2	23	-3.52356195605701	-3.28362821216242	3.02975482735501e-05	9.32409350363815e-05	2.13088182545714e-05	1
7	2	23	-3.52356195605701	-3.28362821216242	3.02975482735501e-05	9.32409350363815e-05	2.13088182545714e-05	1
18	17	58	-1.77051815387723	-1.53058440998264	3.04611837101953e-05	9.37128752731786e-05	2.14202895819835e-05	1
39	66	33	1	1.23993374389459	3.05174745282022e-05	9.38543660608311e-05	2.14490111657681e-05	1
47	66	33	1	1.23993374389459	3.05174745282022e-05	9.38543660608311e-05	2.14490111657681e-05	1
43	66	33	1	1.23993374389459	3.05174745282022e-05	9.38543660608311e-05	2.14490111657681e-05	1
73	118	222	-0.911772816988265	-0.671839073093672	3.06108332763788e-05	9.41097227500007e-05	2.15109984397432e-05	1
1274	804	1149	-0.515111391467185	-0.275177647572592	3.06378169986354e-05	9.41767945353569e-05	2.15263292794056e-05	1
1259	1258	1258	0	0.239933743894593	3.06451061227175e-05	9.41833151916572e-05	2.15278197293124e-05	1
53	54	123	-1.18762700317577	-0.947693259281179	3.07340967272696e-05	9.44408890329604e-05	2.15866943103491e-05	1
229	254	203	0.323348769586989	0.563282513481582	3.12291444366508e-05	9.59459132430818e-05	2.19307031171937e-05	1
45	51	118	-1.21021770739035	-0.970283963495754	3.14141411857927e-05	9.64980150195637e-05	2.2056899009663e-05	1
33	62	30	1.04730571477836	1.28723945867295	3.15212255321828e-05	9.68106395894898e-05	2.21283567341085e-05	1
638	726	687	0.079659449177651	0.319593193072244	3.15533812921265e-05	9.68930706064036e-05	2.21471982886727e-05	1
47	58	27	1.1030934929641	1.3430272368587	3.16918593824544e-05	9.73019099132804e-05	2.22406481622389e-05	1
40	38	13	1.54748779530249	1.78742153919709	3.17510134389964e-05	9.74671079544737e-05	2.22784080737817e-05	1
258	332	280	0.245756414401958	0.485690158296551	3.19413375109434e-05	9.80348393629073e-05	2.24081764875454e-05	1
58	71	37	0.940293753875732	1.18022749777032	3.21147662483146e-05	9.8550532897042e-05	2.25260504168696e-05	1
70	89	178	-1	-0.760066256105407	3.21785165051658e-05	9.87295392772132e-05	2.25669665502089e-05	1
195	261	210	0.313660478903762	0.553594222798355	3.24608848142338e-05	9.95791324254185e-05	2.27611611174802e-05	1
89	113	72	0.650253960972876	0.890187704867468	3.26182659441399e-05	0.000100045085296525	2.28656391028939e-05	1
19	41	15	1.45066140900957	1.69059515290416	3.26263532124393e-05	0.000100044634861059	2.28656391028939e-05	1
21	41	15	1.45066140900957	1.69059515290416	3.26263532124393e-05	0.000100044634861059	2.28656391028939e-05	1
2	6	34	-2.50250034052918	-2.26256659663459	3.26895794326987e-05	0.000100196364810113	2.2898393089384e-05	1
0	6	34	-2.50250034052918	-2.26256659663459	3.26895794326987e-05	0.000100196364810113	2.2898393089384e-05	1
2	6	34	-2.50250034052918	-2.26256659663459	3.26895794326987e-05	0.000100196364810113	2.2898393089384e-05	1
39	99	60	0.722466024471091	0.962399768365683	3.2794175442441e-05	0.000100483161976881	2.29677984095977e-05	1
10	28	7	2	2.23993374389459	3.31799303567859e-05	0.000101648046857022	2.32340603441458e-05	1
36	30	82	-1.45066140900957	-1.21072766511497	3.32827566437155e-05	0.000101945922660792	2.3302146889966e-05	1
28	87	50	0.799087306074004	1.0390210499686	3.33344524652279e-05	0.000102087110767733	2.33344187643203e-05	1
559	600	555	0.112474729258413	0.352408473153005	3.33806300429895e-05	0.000102211354592319	2.33628176230006e-05	1
69	93	55	0.757799097583371	0.997732841477964	3.348736513753e-05	0.000102512342257745	2.3429647737774e-05	1
111	93	55	0.757799097583371	0.997732841477964	3.348736513753e-05	0.000102512342257745	2.3429647737774e-05	1
265	460	410	0.16600995143893	0.405943695333523	3.36526792265035e-05	0.000102992456574816	2.35371027664124e-05	1
89	140	96	0.54432051622381	0.784254260118403	3.36578981460223e-05	0.000102982488661337	2.35371027664124e-05	1
142	140	96	0.54432051622381	0.784254260118403	3.36578981460223e-05	0.000102982488661337	2.35371027664124e-05	1
81	119	223	-0.906082136612361	-0.666148392717768	3.36780134064796e-05	0.000103018092368763	2.35472165835253e-05	1
1	0	14	NA	NA	3.40627006262251e-05	0.000104081267317118	2.37683130148602e-05	1
1	0	14	NA	NA	3.40627006262251e-05	0.000104081267317118	2.37683130148602e-05	1
5	0	14	NA	NA	3.40627006262251e-05	0.000104081267317118	2.37683130148602e-05	1
1	0	14	NA	NA	3.40627006262251e-05	0.000104081267317118	2.37683130148602e-05	1
0	0	14	NA	NA	3.40627006262251e-05	0.000104081267317118	2.37683130148602e-05	1
3	0	14	NA	NA	3.40627006262251e-05	0.000104081267317118	2.37683130148602e-05	1
2	0	14	NA	NA	3.40627006262251e-05	0.000104081267317118	2.37683130148602e-05	1
3	0	14	NA	NA	3.40627006262251e-05	0.000104081267317118	2.37683130148602e-05	1
6	0	14	NA	NA	3.40627006262251e-05	0.000104081267317118	2.37683130148602e-05	1
1	0	14	NA	NA	3.40627006262251e-05	0.000104081267317118	2.37683130148602e-05	1
0	0	14	NA	NA	3.40627006262251e-05	0.000104081267317118	2.37683130148602e-05	1
2	0	14	NA	NA	3.40627006262251e-05	0.000104081267317118	2.37683130148602e-05	1
53	51	22	1.2129937233342	1.45292746722879	3.41493533484449e-05	0.000104232450975617	2.38247869060595e-05	1
5	11	0	NA	NA	3.44571111400294e-05	0.00010506622896554	2.39952935210865e-05	1
12	11	0	NA	NA	3.44571111400294e-05	0.00010506622896554	2.39952935210865e-05	1
7	11	0	NA	NA	3.44571111400294e-05	0.00010506622896554	2.39952935210865e-05	1
6	11	0	NA	NA	3.44571111400294e-05	0.00010506622896554	2.39952935210865e-05	1
3	11	0	NA	NA	3.44571111400294e-05	0.00010506622896554	2.39952935210865e-05	1
0	11	0	NA	NA	3.44571111400294e-05	0.00010506622896554	2.39952935210865e-05	1
1	11	0	NA	NA	3.44571111400294e-05	0.00010506622896554	2.39952935210865e-05	1
8	11	0	NA	NA	3.44571111400294e-05	0.00010506622896554	2.39952935210865e-05	1
1	11	0	NA	NA	3.44571111400294e-05	0.00010506622896554	2.39952935210865e-05	1
2	11	0	NA	NA	3.44571111400294e-05	0.00010506622896554	2.39952935210865e-05	1
6	11	0	NA	NA	3.44571111400294e-05	0.00010506622896554	2.39952935210865e-05	1
280	335	527	-0.653641866292078	-0.413708122397486	3.45645708107467e-05	0.000105288200405459	2.40661033574788e-05	1
204	305	486	-0.672147071155532	-0.432213327260939	3.45835410718864e-05	0.000105328381690363	2.40752877385568e-05	1
3	15	1	3.90689059560852	4.14682433950311	3.47558928076586e-05	0.000105782589582428	2.41669999577089e-05	1
5	15	1	3.90689059560852	4.14682433950311	3.47558928076586e-05	0.000105782589582428	2.41669999577089e-05	1
12	15	1	3.90689059560852	4.14682433950311	3.47558928076586e-05	0.000105782589582428	2.41669999577089e-05	1
8	15	1	3.90689059560852	4.14682433950311	3.47558928076586e-05	0.000105782589582428	2.41669999577089e-05	1
1	15	1	3.90689059560852	4.14682433950311	3.47558928076586e-05	0.000105782589582428	2.41669999577089e-05	1
10	15	1	3.90689059560852	4.14682433950311	3.47558928076586e-05	0.000105782589582428	2.41669999577089e-05	1
9	15	1	3.90689059560852	4.14682433950311	3.47558928076586e-05	0.000105782589582428	2.41669999577089e-05	1
162	230	382	-0.731938777091375	-0.492005033196782	3.5507807519819e-05	0.000107998963960064	2.46833361606069e-05	1
65	72	38	0.921997487998727	1.16193123189332	3.55103149178859e-05	0.000107988568226009	2.46833361606069e-05	1
181	258	421	-0.706449167643141	-0.466515423748549	3.55441282344771e-05	0.000108073362875099	2.47027179790947e-05	1
20	33	10	1.72246602447109	1.96239976836568	3.56353539134879e-05	0.00010833266473283	2.47619875390731e-05	1
30	63	31	1.02308361311304	1.26301735700763	3.57328074104268e-05	0.000108610809715649	2.48255641400511e-05	1
24	55	25	1.13750352374994	1.37743726764453	3.59975301590376e-05	0.000109397196456305	2.50053113909938e-05	1
309	289	238	0.280107919192734	0.520041663087327	3.61247170507228e-05	0.000109765416513742	2.50894767763499e-05	1
251	244	194	0.330824495375759	0.570758239270351	3.62009330784341e-05	0.000109978664003077	2.51382195233938e-05	1
1	20	3	2.73696559416621	2.9768993380608	3.62340148951645e-05	0.000110060820244062	2.51569982714338e-05	1
26	23	69	-1.58496250072116	-1.34502875682656	3.63202243153227e-05	0.000110304297308241	2.52126507013276e-05	1
54	59	28	1.07528812730424	1.31522187119883	3.64285832414879e-05	0.000110614949946037	2.52836576941405e-05	1
85	108	68	0.667424660913129	0.907358404807722	3.6623784751777e-05	0.000111189151607719	2.54149050370037e-05	1
115	198	150	0.400537929583729	0.640471673478322	3.68279082065825e-05	0.000111790244347929	2.55522989705843e-05	1
502	390	601	-0.623890866961576	-0.383957123066983	3.69029556660516e-05	0.00011199939500646	2.55970176571283e-05	1
9	26	6	2.11547721741994	2.35541096131453	3.69169386850166e-05	0.000112004529304882	2.55970176571283e-05	1
16	26	6	2.11547721741994	2.35541096131453	3.69169386850166e-05	0.000112004529304882	2.55970176571283e-05	1
18	26	6	2.11547721741994	2.35541096131453	3.69169386850166e-05	0.000112004529304882	2.55970176571283e-05	1
346	356	305	0.22306799851615	0.463001742410743	3.76564340259788e-05	0.000114210103199112	2.61054148278106e-05	1
5	28	78	-1.47804729680464	-1.23811355291005	3.80795150595192e-05	0.000115474070209607	2.63943243219218e-05	1
3	1	19	-4.24792751344359	-4.00799376954899	3.87869747927594e-05	0.000117580275382242	2.68712776205807e-05	1
1	1	19	-4.24792751344359	-4.00799376954899	3.87869747927594e-05	0.000117580275382242	2.68712776205807e-05	1
4	1	19	-4.24792751344359	-4.00799376954899	3.87869747927594e-05	0.000117580275382242	2.68712776205807e-05	1
